StationCode,Date,fieldcrew,debriscategory,Parameter,Result,resulttext,comments,downstreamupstream,segmentlength,studytype,statelocation,sccwrp_sites_rowid
Craig Regional Park,6/12/2018,Miranda Roethler,Plastic,Beverage Bottles,3,,,Not specified,100 ft,SoCalTally,Southern,11
Craig Regional Park,6/12/2018,Miranda Roethler,Plastic,Container Cap/Pieces,3,,,Not specified,100 ft,SoCalTally,Southern,11
Craig Regional Park,6/12/2018,Miranda Roethler,Plastic,Cups,1,,,Not specified,100 ft,SoCalTally,Southern,11
Craig Regional Park,6/12/2018,Miranda Roethler,Plastic,Foam Cups,1,,,Not specified,100 ft,SoCalTally,Southern,11
Craig Regional Park,6/12/2018,Miranda Roethler,Plastic,Foam Pieces/Pellets,-99,H,,Not specified,100 ft,SoCalTally,Southern,11
Craig Regional Park,6/12/2018,Miranda Roethler,Plastic,Hard Plastic Pieces,7,,,Not specified,100 ft,SoCalTally,Southern,11
Craig Regional Park,6/12/2018,Miranda Roethler,Plastic,Single Use Container,1,,,Not specified,100 ft,SoCalTally,Southern,11
Craig Regional Park,6/12/2018,Miranda Roethler,Plastic,Soft Plastic Pieces,2,,,Not specified,100 ft,SoCalTally,Southern,11
Craig Regional Park,6/12/2018,Miranda Roethler,Plastic,Wrapper/Wrapper Pieces,20,,,Not specified,100 ft,SoCalTally,Southern,11
Craig Regional Park,6/12/2018,Miranda Roethler,Plastic,Plastic Other,3,,"ramen lid, glove, ice cream tasting spoon",Not specified,100 ft,SoCalTally,Southern,11
Craig Regional Park,6/12/2018,Miranda Roethler,Fabric and Cloth,Synthetic Fabric,1,,,Not specified,100 ft,SoCalTally,Southern,11
Craig Regional Park,6/12/2018,Miranda Roethler,Biodegradable,Food Waste,1,,,Not specified,100 ft,SoCalTally,Southern,11
Craig Regional Park,6/12/2018,Miranda Roethler,Biodegradable,Paper/ cardboard,4,,,Not specified,100 ft,SoCalTally,Southern,11
Craig Regional Park,6/12/2018,Miranda Roethler,Metal,Aluminum Foil pieces,1,,,Not specified,100 ft,SoCalTally,Southern,11
Craig Regional Park,6/12/2018,Miranda Roethler,Metal,Aluminum or Steel Cans,2,,,Not specified,100 ft,SoCalTally,Southern,11
Craig Regional Park,6/12/2018,Miranda Roethler,Metal,Spray Paint Cans,2,,,Not specified,100 ft,SoCalTally,Southern,11
Craig Regional Park,6/12/2018,Miranda Roethler,Miscellaneous,Sports Balls,4,,,Not specified,100 ft,SoCalTally,Southern,11
Fullerton Creek at Acacia Avenue,6/12/2018,Miranda Roethler,Plastic,Bag - single use,1,,,Not specified,100 ft,SoCalTally,Southern,13
Fullerton Creek at Acacia Avenue,6/12/2018,Miranda Roethler,Plastic,Container Cap/Pieces,1,,,Not specified,100 ft,SoCalTally,Southern,13
Fullerton Creek at Acacia Avenue,6/12/2018,Miranda Roethler,Plastic,Foam Cups,1,,,Not specified,100 ft,SoCalTally,Southern,13
Fullerton Creek at Acacia Avenue,6/12/2018,Miranda Roethler,Construction,Concrete/Asphalt,1,,,Not specified,100 ft,SoCalTally,Southern,13
Fullerton Creek at Acacia Avenue,6/12/2018,Miranda Roethler,Glass,Glass Pieces,1,,,Not specified,100 ft,SoCalTally,Southern,13
Fullerton Creek at Acacia Avenue,6/12/2018,Miranda Roethler,Metal,Metal Other,1,,metal soup spoon,Not specified,100 ft,SoCalTally,Southern,13
Fullerton Creek off of Commonwealth Ave,6/12/2018,Miranda Roethler,Plastic,Bag - single use,1,,,Not specified,100 ft,SoCalTally,Southern,14
Fullerton Creek off of Commonwealth Ave,6/12/2018,Miranda Roethler,Plastic,Cigarette Butts,3,,,Not specified,100 ft,SoCalTally,Southern,14
Fullerton Creek off of Commonwealth Ave,6/12/2018,Miranda Roethler,Plastic,Container Cap/Pieces,1,,,Not specified,100 ft,SoCalTally,Southern,14
Fullerton Creek off of Commonwealth Ave,6/12/2018,Miranda Roethler,Plastic,Foam Pieces/Pellets,21,,,Not specified,100 ft,SoCalTally,Southern,14
Fullerton Creek off of Commonwealth Ave,6/12/2018,Miranda Roethler,Plastic,Hard Plastic Pieces,9,,,Not specified,100 ft,SoCalTally,Southern,14
Fullerton Creek off of Commonwealth Ave,6/12/2018,Miranda Roethler,Plastic,Plastic Straw Wrapper,1,,,Not specified,100 ft,SoCalTally,Southern,14
Fullerton Creek off of Commonwealth Ave,6/12/2018,Miranda Roethler,Plastic,Soft Plastic Pieces,3,,,Not specified,100 ft,SoCalTally,Southern,14
Fullerton Creek off of Commonwealth Ave,6/12/2018,Miranda Roethler,Plastic,Wrapper/Wrapper Pieces,12,,,Not specified,100 ft,SoCalTally,Southern,14
Fullerton Creek off of Commonwealth Ave,6/12/2018,Miranda Roethler,Fabric and Cloth,Synthetic Fabric,3,,Rope,Not specified,100 ft,SoCalTally,Southern,14
Fullerton Creek off of Commonwealth Ave,6/12/2018,Miranda Roethler,Biodegradable,Food Waste,2,,,Not specified,100 ft,SoCalTally,Southern,14
Fullerton Creek off of Commonwealth Ave,6/12/2018,Miranda Roethler,Biodegradable,Paper/ cardboard,5,,,Not specified,100 ft,SoCalTally,Southern,14
Fullerton Creek off of Commonwealth Ave,6/12/2018,Miranda Roethler,Biohazard,Dead animals,1,,,Not specified,100 ft,SoCalTally,Southern,14
Fullerton Creek off of Commonwealth Ave,6/12/2018,Miranda Roethler,Construction,Construction other,2,,,Not specified,100 ft,SoCalTally,Southern,14
Fullerton Creek off of Commonwealth Ave,6/12/2018,Miranda Roethler,Metal,Aluminum or Steel Cans,2,,,Not specified,100 ft,SoCalTally,Southern,14
Fullerton Creek off of Commonwealth Ave,6/12/2018,Miranda Roethler,Metal,Metal Bottle Caps,1,,,Not specified,100 ft,SoCalTally,Southern,14
Fullerton Creek off of Commonwealth Ave,6/12/2018,Miranda Roethler,Metal,"Nails, Screws, Bolts, etc.",3,,,Not specified,100 ft,SoCalTally,Southern,14
Aliso Creek at Woodfield Park (0-100ft),9/25/2019,Miranda Roethler,Plastic,Chip Bags,1,,,Not specified,100 ft,SoCalTally,Southern,2
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Bag - reusable,4,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Bag - single use,62,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Plastic,Bag Pieces,4,,,Not specified,100 ft,SoCalTally,Southern,17
Aliso Creek at Woodfield Park (0-100ft),9/25/2019,Miranda Roethler,Plastic,Foam Pieces/Pellets,6,,,Not specified,100 ft,SoCalTally,Southern,2
Aliso Creek at Woodfield Park (0-100ft),9/25/2019,Miranda Roethler,Plastic,Hard Plastic Container,2,,,Not specified,100 ft,SoCalTally,Southern,2
Fullerton Creek off of Commonwealth Ave,6/12/2018,Miranda Roethler,Metal,"Wire (barb, chicken, etc.)",2,,,Not specified,100 ft,SoCalTally,Southern,14
Fullerton Creek off of Commonwealth Ave,6/12/2018,Miranda Roethler,Metal,Metal Other,1,,,Not specified,100 ft,SoCalTally,Southern,14
Fullerton Creek off of Commonwealth Ave,6/12/2018,Miranda Roethler,Miscellaneous,Sports Balls,1,,"Revisit 4 foam pieces, 1 paper piece, 5 hard plastic, 1 wrapper",Not specified,100 ft,SoCalTally,Southern,14
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Bag - single use,22,,,Not specified,100 ft,SoCalTally,Southern,6
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Beverage Bottles,8,,,Not specified,100 ft,SoCalTally,Southern,6
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Chip Bags,2,,,Not specified,100 ft,SoCalTally,Southern,6
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Cigarette Butts,1,,,Not specified,100 ft,SoCalTally,Southern,6
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Container Cap/Pieces,1,,,Not specified,100 ft,SoCalTally,Southern,6
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Cups,1,,,Not specified,100 ft,SoCalTally,Southern,6
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Foam Pieces/Pellets,7,,,Not specified,100 ft,SoCalTally,Southern,6
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Hard Plastic Container,2,,,Not specified,100 ft,SoCalTally,Southern,6
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Hard Plastic Pieces,10,,,Not specified,100 ft,SoCalTally,Southern,6
Escondido,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Beverage Bottles,3,,,Not specified,100 ft,SoCalTally,Southern,12
Escondido,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Container Cap/Pieces,3,,,Not specified,100 ft,SoCalTally,Southern,12
Escondido,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Cups,4,,,Not specified,100 ft,SoCalTally,Southern,12
Escondido,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Foam Cups,3,,,Not specified,100 ft,SoCalTally,Southern,12
Escondido,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Foam Packing Peanuts,-99,H,,Not specified,100 ft,SoCalTally,Southern,12
Escondido,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Foam Pieces/Pellets,-99,H,,Not specified,100 ft,SoCalTally,Southern,12
Aliso Creek at Woodfield Park (0-100ft),9/25/2019,Miranda Roethler,Plastic,Hard Plastic Pieces,1,,,Not specified,100 ft,SoCalTally,Southern,2
Aliso Creek at Woodfield Park (0-100ft),9/25/2019,Miranda Roethler,Plastic,Plates,1,,Bowl,Not specified,100 ft,SoCalTally,Southern,2
Aliso Creek at Woodfield Park (0-100ft),9/25/2019,Miranda Roethler,Plastic,Soft Plastic Pieces,19,,,Not specified,100 ft,SoCalTally,Southern,2
Aliso Creek at Woodfield Park (0-100ft),9/25/2019,Miranda Roethler,Plastic,Wrapper/Wrapper Pieces,8,,,Not specified,100 ft,SoCalTally,Southern,2
Aliso Creek at Woodfield Park (0-100ft),9/25/2019,Miranda Roethler,Fabric and Cloth,"Natural (Cotton, Wool)",1,,,Not specified,100 ft,SoCalTally,Southern,2
Aliso Creek at Woodfield Park (0-100ft),9/25/2019,Miranda Roethler,Biodegradable,Paper/ cardboard,3,,,Not specified,100 ft,SoCalTally,Southern,2
Aliso Creek at Woodfield Park (0-100ft),9/25/2019,Miranda Roethler,Metal,Metal Other,1,,Aluminum piece,Not specified,100 ft,SoCalTally,Southern,2
Aliso Creek at Woodfield Park (0-100ft),9/25/2019,Miranda Roethler,Miscellaneous,Sports Balls,1,,,Not specified,100 ft,SoCalTally,Southern,2
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Beverage Bottles,3,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Chip Bags,5,,,Not specified,300 ft,SoCalTally,Southern,38
Escondido,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Hard Plastic Container,7,,,Not specified,100 ft,SoCalTally,Southern,12
Escondido,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Hard Plastic Pieces,11,,,Not specified,100 ft,SoCalTally,Southern,12
Escondido,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Soft Plastic Pieces,12,,,Not specified,100 ft,SoCalTally,Southern,12
Escondido,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Wrapper/Wrapper Pieces,12,,,Not specified,100 ft,SoCalTally,Southern,12
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Cigarette Butts,19,,,Not specified,300 ft,SoCalTally,Southern,38
Craig Park (0-100ft),9/11/2019,Shelly Moore,Plastic,Foam Food Containers,2,,,Not specified,100 ft,SoCalTally,Southern,9
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Plastic,Tarp,4,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Plastic,Tobacco Wrapper/Pieces,1,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Plastic,Wrapper/Wrapper Pieces,-99,H,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Plastic,Plastic Other,9,,"3 caution tape, 1 plastic coated wire, 2 gloves, 2 plastic spoons, 1 dental pick",Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Fabric and Cloth,"Natural (Cotton, Wool)",6,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Fabric and Cloth,Shoes,1,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Fabric and Cloth,Synthetic Fabric,18,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Large,Tires,2,,,Not specified,100 ft,SoCalTally,Southern,15
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Hard Plastic Container,9,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Hard Plastic Pieces,43,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Lid,5,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Soft Plastic Pieces,16,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Straw/Stirrer,6,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Wrapper/Wrapper Pieces,16,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Plastic Other,5,,"2 forks, 1 spoon, 1 glove, 1 fake plant",Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Fabric and Cloth,Synthetic Fabric,6,,,Not specified,300 ft,SoCalTally,Southern,38
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Biodegradable,Biodegradable Other,3,,3 pencils,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Biohazard,Biohazard Other,1,,1 bandaid,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Construction,Bricks,2,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Construction,Concrete/Asphalt,3,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Construction,Rebar,7,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Construction,Construction Other,1,,1 paint roller,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Glass,Glass Bottles,2,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Glass,Glass Pieces,10,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Metal,Aluminum Foil pieces,5,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Metal,Aluminum or Steel Cans,27,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Metal,Auto Parts,1,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Metal,Metal Pipe/Bar Segments,5,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Metal,"Wire (barb, chicken, etc.)",4,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Metal,Metal Other,7,,"1 metal plate, 5 metal piece, 1 light",Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Miscellaneous,Ceramic Pots/Shards,1,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Miscellaneous,E-waste,4,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Miscellaneous,Rubber/Rubber Pieces,10,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Miscellaneous,Sports Balls,1,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Miscellaneous,Misc. Other,2,,"1 capri sun, 1 wire coated in rubber",Not specified,100 ft,SoCalTally,Southern,15
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Plastic,Tarp,3,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Fabric and Cloth,Fabric Other,1,,Carpet piece,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Biohazard,Dead Animals,1,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Biohazard,Pet Waste,3,,Might be scat,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Construction,Bricks,19,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Construction,Concrete/Asphalt,3,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Glass,Glass Pieces,2,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Metal,Auto Parts,3,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Metal,Metal Pipe/Bar Segments,2,,,Not specified,300 ft,SoCalTally,Southern,27
San Diego Creek (0-300ft),9/13/2019,Dana Shultz/Raeann/Miranda Roethler,Miscellaneous,Sports Balls,2,,,Not specified,300 ft,SoCalTally,Southern,27
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Plastic,Beverage Bottles,6,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Plastic,Chip Bags,5,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Plastic,Foam Pieces/Pellets,19,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Plastic,Hard Plastic Container,8,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Plastic,Hard Plastic Pieces,6,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Plastic,Lid,5,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Plastic,Soft Plastic Pieces,71,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Plastic,Wrapper/Wrapper Pieces,64,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Fabric and Cloth,"Natural (Cotton, Wool)",12,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Biodegradable,Paper/ cardboard,8,,,Not specified,300 ft,SoCalTally,Southern,3
Aliso Creek at Woodfield Park (0-300ft),9/25/2019,Miranda Roethler,Miscellaneous,Sports Balls,2,,,Not specified,300 ft,SoCalTally,Southern,3
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Plastic,Foam Food Containers,4,,,Not specified,300 ft,SoCalTally,Southern,10
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Tarp,7,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Tobacco Wrapper/Pieces,5,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Wrapper/Wrapper Pieces,-99,H,,Not specified,300 ft,SoCalTally,Southern,16
Craig Park (0-100ft),9/11/2019,Shelly Moore/Miranda Roethler,Plastic,Wrapper/Wrapper Pieces,22,,,Not specified,100 ft,SoCalTally,Southern,9
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Plastic Other,46,,"3 caution tape, 1 plastic coated wire, 2 gloves, 2 plastic spoons, 1 dental pick, 12 tape, 1 blister pack, 1 flag, 1 bike seat, 8 caution tape, 14 gloves",Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Fabric and Cloth,Shoes,2,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Fabric and Cloth,Synthetic Fabric,39,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Biodegradable,Paper/ cardboard,47,,,Not specified,300 ft,SoCalTally,Southern,16
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Plastic,Bag - single use,28,,,Not specified,300 ft,SoCalTally,Southern,10
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Plastic,Chip Bags,12,,,Not specified,300 ft,SoCalTally,Southern,10
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Plastic,Cups,5,,,Not specified,300 ft,SoCalTally,Southern,10
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Plastic,Foam Cups,7,,,Not specified,300 ft,SoCalTally,Southern,10
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Plastic,Foam Other Containers,9,,Plate,Not specified,300 ft,SoCalTally,Southern,10
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Plastic,Foam Pieces/Pellets,29,,,Not specified,300 ft,SoCalTally,Southern,10
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Plastic,Hard Plastic Pieces,5,,,Not specified,300 ft,SoCalTally,Southern,10
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Plastic,Plastic Bottles,6,,,Not specified,300 ft,SoCalTally,Southern,10
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Plastic,Soft Plastic Pieces,50,,,Not specified,300 ft,SoCalTally,Southern,10
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Plastic,Wrapper/Wrapper Pieces,37,,,Not specified,300 ft,SoCalTally,Southern,10
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Plastic,Plastic Other,4,,"One glove and one caution tape, One spoon and one glove",Not specified,300 ft,SoCalTally,Southern,10
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Fabric and Cloth,"Natural (Cotton, Wool)",2,,,Not specified,300 ft,SoCalTally,Southern,10
Craig Regional Park,6/12/2018,Miranda Roethler,Plastic,Straw/Stirrer,2,,,Not specified,100 ft,SoCalTally,Southern,11
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Lid,5,,,Not specified,100 ft,SoCalTally,Southern,6
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Lighters,1,,,Not specified,100 ft,SoCalTally,Southern,6
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Single Use Container,1,,,Not specified,100 ft,SoCalTally,Southern,6
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Soft Plastic Pieces,7,,,Not specified,100 ft,SoCalTally,Southern,6
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Wrapper/Wrapper Pieces,20,,,Not specified,100 ft,SoCalTally,Southern,6
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Plastic Other,4,,Toothbrush; Pen; Glove,Not specified,100 ft,SoCalTally,Southern,6
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Biodegradable,Paper/ cardboard,11,,"3 red flags, 4 total",Not specified,100 ft,SoCalTally,Southern,6
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Metal,Auto Parts,2,,,Not specified,100 ft,SoCalTally,Southern,29
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Construction,Fabricated Wood,1,,,Not specified,100 ft,SoCalTally,Southern,6
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Metal,Aluminum or Steel Cans,15,,,Not specified,100 ft,SoCalTally,Southern,6
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Metal,Metal Other,2,,,Not specified,100 ft,SoCalTally,Southern,6
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Miscellaneous,E-waste,1,,,Not specified,100 ft,SoCalTally,Southern,6
Carol Canyon,5/29/2018,Shelly Moore; Miranda Roethler,Miscellaneous,Sports Balls,3,,"3 red flags, 4 total",Not specified,100 ft,SoCalTally,Southern,6
Escondido,5/29/2018,Shelly Moore; Miranda Roethler,Plastic,Bag - single use,8,,,Not specified,100 ft,SoCalTally,Southern,12
Rynerson Park South,9/14/2018,Cody Fees,Metal,Aluminum Foil pieces,1,,,Not specified,100 ft,SoCalTally,Southern,25
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Bag - single use,1,,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Cigar Tips,1,,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Cigarette Butts,13,,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Container Cap/Pieces,3,,,Not specified,100 ft,SoCalTally,Southern,34
San Gabriel River Liberty Park,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Foam Pieces/Pellets,2,,,Not specified,100 ft,SoCalTally,Southern,34
